county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dist_fire_station_km,dist_hydrant_km,dist_police_km,dist_coast_km,dist_danube_km
NT,Neamt,Roman,520037,0.408,0.549,0.334,0.431,0.439,0.44,2.59,10.49,496.55,99.41
TL,Tulcea,Babadag,977299,0.438,0.274,0.549,0.53,0.323,0.51,3.4,7.22,16.55,18.29
CL,Calarasi,Calarasi,846978,0.445,0.394,0.487,0.446,0.311,0.09,3.45,6.6,115.75,7.61
NT,Neamt,Roman,756952,0.334,0.436,0.326,0.477,0.458,1.81,1.22,18.0,512.65,201.01
VL,Valcea,Ramnicu Valcea,133070,0.421,0.398,0.427,0.321,0.381,0.08,0.95,6.54,466.55,100.28
BC,Bacau,Moinesti,312611,0.472,0.432,0.394,0.363,0.375,0.46,2.17,1.44,240.12,31.09
BZB,Bucuresti,Sector 1,724169,0.612,0.36,0.253,0.306,0.392,0.29,1.62,3.08,269.8,263.33
BC,Bacau,Moinesti,945507,0.483,0.377,0.38,0.441,0.381,0.09,7.5,11.53,576.43,124.39
VS,Vaslui,Vaslui,646168,0.418,0.396,0.387,0.353,0.335,0.08,1.58,3.99,141.29,287.14
BH,Bihor,Alesd,826308,0.365,0.453,0.31,0.451,0.321,1.36,2.03,7.45,197.13,381.4
CL,Calarasi,Calarasi,844711,0.36,0.313,0.499,0.39,0.312,0.32,2.16,6.86,119.0,1.23
NT,Neamt,Piatra Neamt,569921,0.337,0.543,0.319,0.409,0.448,0.1,2.96,10.9,284.46,340.61
DB,Dambovita,Gaesti,854633,0.36,0.385,0.42,0.4,0.377,0.07,5.8,1.11,516.22,33.73
HR,Harghita,Odorheiu Secuiesc,768923,0.261,0.547,0.369,0.513,0.43,1.43,4.47,6.01,560.45,365.78
BZB,Bucuresti,Sector 6,893252,0.747,0.365,0.228,0.371,0.339,0.06,2.22,2.12,476.05,350.48
VN,Vrancea,Focsani,428058,0.395,0.349,0.426,0.339,0.447,0.12,4.87,8.87,529.65,103.52
BZB,Bucuresti,Sector 4,359525,0.641,0.328,0.25,0.353,0.328,0.2,0.77,1.15,270.07,399.34
CS,Caras-Severin,Resita,246582,0.165,0.289,0.171,0.241,0.241,0.1,6.16,5.21,241.76,349.29
AB,Alba,Aiud,208998,0.326,0.575,0.37,0.432,0.43,0.31,2.57,2.6,166.82,272.62
IS,Iasi,Pascani,111456,0.492,0.35,0.286,0.363,0.414,0.44,0.95,1.35,207.14,174.04
CT,Constanta,Medgidia,650385,0.369,0.257,0.535,0.56,0.336,0.1,7.5,12.5,24.62,18.7
CL,Calarasi,Oltenita,144422,0.354,0.395,0.43,0.34,0.301,0.46,0.23,1.72,359.96,21.72
IF,Ilfov,Chitila,803418,0.443,0.391,0.391,0.336,0.303,0.29,3.85,8.54,91.42,173.74
CJ,Cluj,Dej,959675,0.437,0.37,0.284,0.388,0.396,0.05,1.06,1.49,124.83,378.44
SV,Suceava,Radauti,531214,0.337,0.464,0.312,0.488,0.404,0.13,2.57,18.0,189.8,213.02
VS,Vaslui,Vaslui,306990,0.452,0.407,0.378,0.365,0.419,0.15,1.85,5.3,346.58,241.0
SV,Suceava,Suceava,976398,0.368,0.493,0.414,0.399,0.363,0.42,2.5,4.54,148.37,281.92
BT,Botosani,Botosani,635183,0.352,0.436,0.428,0.355,0.36,0.44,1.46,1.2,87.76,322.64
BH,Bihor,Alesd,731935,0.418,0.402,0.339,0.415,0.346,0.22,3.88,7.64,166.05,39.74
AR,Arad,Ineu,334295,0.364,0.416,0.283,0.412,0.363,0.07,1.16,8.65,180.36,157.51
BZ,Buzau,Buzau,331145,0.429,0.341,0.372,0.423,0.394,0.1,1.25,7.06,456.32,41.66
BZB,Bucuresti,Sector 4,544655,0.693,0.366,0.238,0.317,0.321,0.1,1.04,0.4,357.58,95.99
VS,Vaslui,Vaslui,609247,0.445,0.427,0.353,0.399,0.32,0.08,5.67,5.04,492.05,208.6
IF,Ilfov,Chitila,171774,0.498,0.392,0.321,0.391,0.37,0.13,0.2,6.16,414.8,54.98
AB,Alba,Alba Iulia,991748,0.295,0.628,0.373,0.461,0.413,0.43,1.26,11.22,445.19,351.2
BH,Bihor,Salonta,954275,0.408,0.355,0.346,0.365,0.335,0.12,2.49,7.22,349.89,289.07
PH,Prahova,Ploiesti,349039,0.524,0.418,0.305,0.331,0.373,0.72,0.96,1.05,279.53,373.72
PH,Prahova,Sinaia,438752,0.567,0.352,0.287,0.353,0.379,1.38,0.93,2.37,417.61,354.37
OT,Olt,Caracal,632134,0.378,0.394,0.411,0.405,0.39,0.1,2.47,16.03,526.2,89.28
DB,Dambovita,Targoviste,816951,0.438,0.417,0.332,0.381,0.359,0.1,2.26,5.2,555.55,93.69
CT,Constanta,Medgidia,831055,0.398,0.226,0.626,0.523,0.366,0.39,6.74,7.74,23.29,12.62
SB,Sibiu,Medias,913029,0.297,0.516,0.36,0.37,0.45,0.56,2.3,18.0,309.64,331.82
CT,Constanta,Medgidia,419752,0.372,0.267,0.66,0.641,0.331,0.07,1.76,3.97,3.71,6.77
CJ,Cluj,Dej,411639,0.453,0.446,0.29,0.363,0.332,2.02,0.21,0.56,503.69,241.05
BZB,Bucuresti,Sector 5,838984,0.718,0.301,0.215,0.383,0.4,0.16,1.07,2.12,381.26,110.56
IL,Ialomita,Slobozia,917954,0.453,0.363,0.344,0.335,0.373,0.22,4.47,14.01,270.28,92.77
AR,Arad,Ineu,643778,0.412,0.402,0.345,0.372,0.36,2.58,3.84,7.97,178.43,139.16
BT,Botosani,Botosani,863264,0.418,0.423,0.355,0.405,0.438,0.25,1.89,11.52,225.28,131.36
BZB,Bucuresti,Sector 6,902132,0.74,0.291,0.238,0.324,0.316,0.15,0.85,3.02,350.13,338.77
BN,Bistrita-Nasaud,Nasaud,209152,0.138,0.256,0.194,0.212,0.246,0.27,4.63,18.0,593.8,110.3
MM,Maramures,Baia Mare,249803,0.299,0.486,0.343,0.384,0.422,0.43,3.43,3.6,350.58,108.73
BV,Brasov,Brasov,162656,0.328,0.521,0.309,0.414,0.424,0.51,3.71,3.1,114.81,128.57
BZB,Bucuresti,Sector 5,210991,0.666,0.287,0.227,0.343,0.4,0.09,0.74,1.26,557.83,39.5
BZB,Bucuresti,Sector 5,681839,0.709,0.334,0.205,0.346,0.324,0.34,1.37,0.58,248.63,348.09
MH,Mehedinti,Drobeta-Turnu Severin,566744,0.2,0.154,0.312,0.197,0.188,0.82,1.35,18.0,287.47,4.12
IS,Iasi,Iasi,242106,0.567,0.358,0.366,0.427,0.332,0.14,0.13,3.5,563.6,67.13
TM,Timis,Sannicolau Mare,865901,0.51,0.346,0.302,0.36,0.349,0.15,1.35,1.06,408.51,209.83
IS,Iasi,Iasi,613958,0.603,0.411,0.357,0.391,0.34,1.18,0.72,0.82,593.69,255.71
BC,Bacau,Moinesti,438317,0.495,0.353,0.45,0.399,0.418,0.27,5.49,3.55,586.06,152.26
BZB,Bucuresti,Sector 1,886218,0.582,0.337,0.246,0.373,0.359,0.11,0.46,0.27,498.34,227.01
IF,Ilfov,Chitila,667551,0.451,0.383,0.373,0.377,0.338,0.14,2.65,18.0,132.33,156.06
PH,Prahova,Ploiesti,667788,0.445,0.414,0.328,0.395,0.396,0.37,0.49,0.41,384.62,221.62
PH,Prahova,Campina,773494,0.451,0.45,0.306,0.314,0.367,2.98,0.14,4.34,88.26,236.83
BZB,Bucuresti,Sector 4,952874,0.642,0.321,0.242,0.299,0.309,0.52,0.28,1.32,327.06,44.44
SV,Suceava,Suceava,280502,0.388,0.441,0.391,0.415,0.375,1.15,1.62,1.71,250.17,118.13
BZ,Buzau,Ramnicul Sarat,243623,0.429,0.361,0.319,0.344,0.387,0.77,4.53,18.0,328.84,224.95
BC,Bacau,Moinesti,532085,0.499,0.426,0.374,0.364,0.456,0.84,3.55,18.0,214.81,223.87
IF,Ilfov,Voluntari,443257,0.442,0.308,0.307,0.393,0.358,0.37,5.5,6.64,211.87,380.78
AB,Alba,Aiud,136769,0.366,0.624,0.29,0.364,0.483,0.09,2.13,6.81,160.45,314.07
CJ,Cluj,Cluj-Napoca,772898,0.524,0.391,0.311,0.347,0.38,0.18,0.41,1.02,521.18,307.36
BZB,Bucuresti,Sector 4,197815,0.602,0.281,0.222,0.365,0.354,0.05,0.1,1.04,313.19,210.21
PH,Prahova,Sinaia,471575,0.554,0.429,0.315,0.39,0.42,0.38,2.28,0.81,582.68,278.09
CT,Constanta,Constanta,608134,0.394,0.255,0.61,0.63,0.39,0.14,6.29,5.6,25.23,4.51
HR,Harghita,Miercurea Ciuc,712031,0.29,0.665,0.367,0.522,0.493,0.62,2.48,18.0,381.87,284.64
MM,Maramures,Baia Mare,298310,0.286,0.631,0.399,0.4,0.449,0.4,7.5,18.0,579.25,301.47
CJ,Cluj,Dej,315125,0.533,0.406,0.3,0.423,0.401,1.85,0.21,2.25,250.64,141.27
CT,Constanta,Mangalia,750729,0.364,0.287,0.662,0.541,0.343,0.63,7.5,1.71,8.31,17.02
MS,Mures,Targu Mures,504119,0.397,0.566,0.308,0.351,0.451,0.2,7.5,18.0,247.35,347.98
TR,Teleorman,Turnu Magurele,555903,0.367,0.394,0.422,0.429,0.394,0.09,4.98,1.2,447.38,82.2
CJ,Cluj,Dej,351660,0.464,0.373,0.272,0.407,0.402,0.23,2.24,2.13,156.55,237.56
AR,Arad,Lipova,945286,0.367,0.386,0.35,0.385,0.331,0.06,4.71,8.56,539.65,383.5
BZB,Bucuresti,Sector 2,905624,0.699,0.347,0.214,0.303,0.335,0.16,0.98,0.4,169.41,289.0
HR,Harghita,Miercurea Ciuc,935706,0.294,0.567,0.379,0.443,0.474,0.24,0.48,7.66,493.69,316.88
GJ,Gorj,Targu Jiu,270713,0.432,0.438,0.338,0.369,0.383,0.86,7.5,6.77,278.72,163.43
BC,Bacau,Moinesti,830172,0.4,0.415,0.354,0.351,0.345,0.13,0.87,18.0,286.96,151.71
TM,Timis,Lugoj,990898,0.563,0.448,0.276,0.429,0.401,0.4,0.66,1.3,554.0,199.52
BC,Bacau,Moinesti,587597,0.442,0.436,0.396,0.347,0.4,0.07,4.35,13.34,411.83,193.63
AB,Alba,Alba Iulia,495007,0.369,0.546,0.287,0.45,0.421,0.42,2.98,2.89,261.8,347.58
PH,Prahova,Campina,183514,0.428,0.355,0.309,0.331,0.43,0.44,0.52,0.43,315.29,39.19
CS,Caras-Severin,Resita,354688,0.162,0.269,0.165,0.228,0.23,0.11,1.89,5.27,529.71,39.28
DB,Dambovita,Gaesti,935863,0.381,0.417,0.43,0.331,0.363,0.32,0.2,1.82,300.69,32.22
DB,Dambovita,Gaesti,258661,0.384,0.433,0.419,0.336,0.413,0.28,2.7,3.73,123.14,288.71
CJ,Cluj,Cluj-Napoca,909519,0.549,0.389,0.313,0.403,0.389,0.86,0.31,0.45,436.68,208.34
BV,Brasov,Fagaras,109186,0.282,0.524,0.344,0.483,0.505,0.99,2.07,7.09,210.19,174.16
CS,Caras-Severin,Caransebes,578311,0.14,0.329,0.174,0.222,0.2,1.01,2.12,12.88,354.18,263.34
NT,Neamt,Roman,238631,0.389,0.534,0.41,0.474,0.378,0.07,2.96,18.0,83.94,365.86
TM,Timis,Timisoara,938854,0.519,0.414,0.298,0.436,0.352,0.1,0.7,2.11,469.69,30.56
BZ,Buzau,Ramnicul Sarat,291138,0.424,0.346,0.333,0.34,0.39,0.55,7.5,18.0,288.85,197.84
CJ,Cluj,Dej,547563,0.484,0.389,0.306,0.332,0.326,0.08,0.77,1.7,527.05,67.26
BZB,Bucuresti,Sector 4,698169,0.701,0.351,0.201,0.31,0.378,0.07,0.78,1.3,327.41,319.3
NT,Neamt,Roman,797962,0.402,0.52,0.359,0.457,0.471,0.7,2.15,18.0,587.61,35.82
VS,Vaslui,Barlad,974929,0.384,0.357,0.424,0.335,0.41,0.1,7.5,18.0,458.73,82.01
CJ,Cluj,Cluj-Napoca,498852,0.509,0.412,0.283,0.382,0.327,0.13,0.58,0.33,498.7,246.64
MM,Maramures,Sighetu Marmatiei,833964,0.296,0.492,0.307,0.484,0.472,0.14,1.31,7.87,449.36,235.72
AR,Arad,Ineu,507953,0.361,0.379,0.366,0.386,0.393,0.11,3.51,10.35,427.7,109.01
TM,Timis,Timisoara,725201,0.498,0.396,0.287,0.425,0.311,0.12,0.2,1.37,471.69,67.52
CV,Covasna,Sfantu Gheorghe,160740,0.271,0.684,0.352,0.512,0.495,0.19,4.04,7.51,396.61,290.82
BZB,Bucuresti,Sector 2,816886,0.649,0.303,0.23,0.396,0.306,0.12,0.1,2.79,515.74,54.67
BZB,Bucuresti,Sector 6,580538,0.676,0.31,0.228,0.39,0.339,0.15,0.41,0.7,186.63,104.83
TM,Timis,Sannicolau Mare,978728,0.461,0.377,0.245,0.427,0.345,0.19,0.83,0.37,272.85,42.94
CJ,Cluj,Dej,924172,0.47,0.44,0.298,0.357,0.335,0.17,0.66,0.28,372.14,118.76
CJ,Cluj,Turda,996332,0.504,0.376,0.251,0.404,0.394,0.08,1.09,2.93,546.0,136.64
IS,Iasi,Pascani,250046,0.469,0.366,0.291,0.407,0.331,0.27,0.6,0.54,597.8,169.72
BH,Bihor,Oradea,801611,0.371,0.367,0.287,0.442,0.339,0.52,0.52,7.6,250.03,314.71
TM,Timis,Lugoj,713276,0.571,0.394,0.25,0.381,0.363,1.24,0.14,2.23,106.89,187.27
BC,Bacau,Moinesti,608698,0.463,0.446,0.362,0.438,0.371,0.19,1.03,0.74,523.53,234.09
CT,Constanta,Constanta,665266,0.355,0.24,0.694,0.616,0.385,0.26,7.5,8.56,10.83,14.6
TM,Timis,Timisoara,607540,0.517,0.362,0.291,0.373,0.363,0.66,0.58,0.89,354.65,97.67
GJ,Gorj,Targu Jiu,930851,0.425,0.387,0.35,0.307,0.328,0.08,4.34,18.0,310.43,251.14
BZB,Bucuresti,Sector 1,496580,0.623,0.279,0.216,0.305,0.327,0.39,1.23,0.19,591.55,389.78
GJ,Gorj,Targu Jiu,801360,0.343,0.435,0.343,0.302,0.388,0.21,4.93,6.84,513.88,256.36
DB,Dambovita,Gaesti,338553,0.416,0.368,0.403,0.323,0.42,0.05,0.53,5.39,365.36,212.84
VS,Vaslui,Vaslui,139052,0.458,0.362,0.397,0.419,0.428,0.07,2.41,12.35,485.96,350.41
BR,Braila,Braila,255453,0.352,0.382,0.521,0.381,0.323,0.26,2.69,12.37,357.22,9.69
SJ,Salaj,Zalau,123045,0.43,0.464,0.325,0.377,0.336,0.1,7.5,8.01,244.97,328.33
VS,Vaslui,Barlad,562373,0.423,0.333,0.411,0.349,0.382,0.1,3.52,18.0,183.16,221.46
IS,Iasi,Pascani,787401,0.53,0.385,0.308,0.363,0.384,1.01,0.55,1.31,88.65,285.96
CL,Calarasi,Calarasi,820064,0.422,0.349,0.463,0.366,0.338,0.09,0.2,12.53,432.95,2.85
NT,Neamt,Roman,653183,0.359,0.526,0.323,0.494,0.403,0.25,4.93,18.0,151.9,381.96
SM,Satu Mare,Satu Mare,498107,0.406,0.427,0.312,0.45,0.308,2.84,2.36,4.22,288.35,366.59
TR,Teleorman,Turnu Magurele,533239,0.407,0.323,0.324,0.362,0.349,0.15,2.16,8.17,130.0,226.65
IL,Ialomita,Slobozia,810984,0.478,0.333,0.41,0.417,0.356,1.03,7.26,11.95,259.7,132.81
MM,Maramures,Baia Mare,102769,0.328,0.617,0.352,0.367,0.424,1.07,2.13,1.59,366.58,172.73
IS,Iasi,Pascani,436513,0.564,0.343,0.288,0.429,0.348,0.19,0.9,3.09,542.37,177.88
MM,Maramures,Baia Mare,255053,0.316,0.579,0.36,0.418,0.379,0.12,4.31,18.0,178.57,59.05
BZB,Bucuresti,Sector 2,576609,0.766,0.329,0.224,0.374,0.348,0.16,0.78,0.79,327.21,271.16
BZB,Bucuresti,Sector 3,702268,0.675,0.365,0.246,0.34,0.371,0.43,0.97,1.39,236.79,140.19
BZB,Bucuresti,Sector 3,407977,0.682,0.277,0.247,0.4,0.33,0.6,0.31,0.96,194.36,228.43
VS,Vaslui,Husi,563768,0.481,0.333,0.352,0.416,0.428,0.17,2.21,15.96,120.53,139.09
AG,Arges,Pitesti,971622,0.403,0.427,0.362,0.374,0.427,0.89,3.65,0.28,480.97,56.05
DB,Dambovita,Targoviste,943149,0.354,0.368,0.333,0.334,0.34,0.46,7.5,9.03,523.06,105.94
BH,Bihor,Oradea,394024,0.383,0.412,0.318,0.371,0.348,0.06,0.37,11.9,322.19,153.4
GR,Giurgiu,Giurgiu,529585,0.409,0.357,0.557,0.461,0.368,0.63,1.12,18.0,468.06,2.77
IF,Ilfov,Chitila,365699,0.407,0.384,0.313,0.344,0.37,0.11,7.5,18.0,503.33,131.59
BR,Braila,Braila,746994,0.358,0.401,0.427,0.403,0.354,0.53,2.12,4.97,313.98,4.4
BZB,Bucuresti,Sector 5,263874,0.699,0.314,0.242,0.392,0.31,1.73,0.1,0.63,371.15,274.09
CV,Covasna,Sfantu Gheorghe,101396,0.26,0.62,0.382,0.511,0.456,0.07,4.79,0.45,308.58,361.4
TM,Timis,Timisoara,952810,0.562,0.344,0.266,0.392,0.342,0.11,0.17,1.27,162.44,189.51
BC,Bacau,Onesti,652862,0.473,0.372,0.344,0.369,0.422,0.21,1.55,9.42,539.72,177.03
GL,Galati,Galati,916962,0.44,0.33,0.525,0.379,0.355,0.08,7.5,12.55,430.67,8.48
TM,Timis,Sannicolau Mare,331404,0.602,0.383,0.253,0.378,0.393,0.72,0.12,1.17,234.79,98.5
CT,Constanta,Mangalia,662052,0.379,0.279,0.588,0.646,0.402,0.33,0.9,3.98,27.58,1.12
AR,Arad,Lipova,765539,0.419,0.453,0.306,0.426,0.311,0.07,5.07,4.63,597.56,173.09
BN,Bistrita-Nasaud,Bistrita,964963,0.152,0.318,0.163,0.246,0.253,0.31,4.29,3.09,144.33,212.99
SV,Suceava,Suceava,352860,0.394,0.434,0.343,0.469,0.421,0.11,2.76,4.45,329.75,309.78
BR,Braila,Braila,432199,0.349,0.384,0.471,0.401,0.401,0.39,0.28,9.61,567.54,9.66
BH,Bihor,Oradea,813559,0.439,0.362,0.358,0.453,0.349,0.14,2.16,5.3,200.82,345.54
CJ,Cluj,Cluj-Napoca,526845,0.568,0.428,0.283,0.352,0.375,0.27,0.47,0.87,312.56,309.04
IF,Ilfov,Chitila,302446,0.539,0.402,0.343,0.405,0.386,0.08,1.24,1.42,89.92,110.43
CV,Covasna,Targu Secuiesc,571477,0.325,0.588,0.367,0.398,0.444,0.17,3.25,15.14,126.6,300.77
GL,Galati,Galati,667322,0.416,0.374,0.49,0.466,0.353,1.76,1.91,5.65,309.4,21.7
NT,Neamt,Piatra Neamt,501148,0.427,0.501,0.333,0.44,0.441,0.23,0.96,1.21,119.34,189.0
BZ,Buzau,Ramnicul Sarat,957427,0.433,0.366,0.342,0.391,0.39,0.13,1.54,18.0,414.35,121.81
AB,Alba,Alba Iulia,887731,0.348,0.605,0.355,0.366,0.398,0.31,5.01,11.15,530.01,246.08
TM,Timis,Sannicolau Mare,236327,0.571,0.406,0.293,0.449,0.389,0.4,0.11,0.76,529.6,128.56
GL,Galati,Galati,219730,0.441,0.346,0.512,0.484,0.378,0.19,1.34,7.07,175.98,11.96
AG,Arges,Campulung,731075,0.385,0.401,0.325,0.347,0.374,0.72,7.5,5.68,246.59,59.99
BV,Brasov,Brasov,521764,0.286,0.59,0.354,0.533,0.458,0.14,3.37,18.0,473.99,32.15
BR,Braila,Braila,688731,0.441,0.387,0.473,0.368,0.316,0.2,3.89,0.46,154.44,21.59
MS,Mures,Targu Mures,177457,0.36,0.447,0.342,0.419,0.379,0.11,2.18,0.9,371.76,375.55
BZB,Bucuresti,Sector 1,276071,0.663,0.323,0.239,0.3,0.327,0.13,0.31,0.1,438.81,357.5
IF,Ilfov,Chitila,494356,0.521,0.343,0.345,0.36,0.378,0.08,6.63,3.99,283.53,71.27
TM,Timis,Lugoj,999107,0.473,0.42,0.297,0.404,0.382,0.13,0.21,1.0,287.87,35.69
HR,Harghita,Miercurea Ciuc,560828,0.311,0.665,0.361,0.484,0.445,0.5,0.6,1.64,399.25,206.65
SB,Sibiu,Medias,989166,0.359,0.612,0.282,0.404,0.459,0.15,2.67,4.3,438.55,206.92
BZB,Bucuresti,Sector 6,148527,0.72,0.339,0.208,0.314,0.39,0.28,0.66,0.47,236.49,327.32
MH,Mehedinti,Drobeta-Turnu Severin,120113,0.225,0.198,0.334,0.215,0.19,0.58,3.69,3.23,409.11,12.52
CT,Constanta,Medgidia,648642,0.367,0.271,0.612,0.539,0.37,0.07,1.16,2.62,21.42,1.55
BZB,Bucuresti,Sector 6,340296,0.721,0.329,0.256,0.34,0.341,0.15,0.28,0.71,196.34,111.84
CJ,Cluj,Cluj-Napoca,241681,0.529,0.413,0.3,0.41,0.418,0.11,0.53,3.11,436.11,328.88
CJ,Cluj,Cluj-Napoca,128175,0.479,0.461,0.308,0.41,0.422,0.58,0.5,0.99,328.67,399.81
SV,Suceava,Radauti,774439,0.381,0.505,0.33,0.396,0.384,0.19,5.96,2.67,473.56,79.72
BZB,Bucuresti,Sector 4,250400,0.681,0.369,0.254,0.399,0.354,2.83,1.41,1.36,328.27,159.05
DB,Dambovita,Gaesti,693411,0.358,0.433,0.396,0.326,0.393,0.12,4.55,18.0,398.39,218.31
CT,Constanta,Medgidia,160806,0.422,0.274,0.562,0.665,0.38,0.1,3.06,1.82,23.76,16.4
BN,Bistrita-Nasaud,Bistrita,577702,0.158,0.274,0.178,0.252,0.198,0.68,1.32,4.03,332.15,325.35
PH,Prahova,Sinaia,976946,0.519,0.365,0.323,0.344,0.374,0.52,0.35,0.84,572.69,293.8
HD,Hunedoara,Hunedoara,567516,0.334,0.52,0.337,0.413,0.441,0.38,5.65,16.17,221.59,398.06
IL,Ialomita,Fetesti,353313,0.477,0.358,0.384,0.333,0.301,0.23,2.26,13.2,480.37,200.67
BZ,Buzau,Buzau,525723,0.407,0.456,0.359,0.39,0.39,0.13,2.22,16.4,447.54,133.83
MM,Maramures,Baia Mare,469390,0.318,0.59,0.327,0.481,0.451,0.31,0.54,5.84,414.57,45.19
HR,Harghita,Odorheiu Secuiesc,407916,0.33,0.534,0.391,0.46,0.47,0.1,1.85,0.38,290.14,78.12
BC,Bacau,Onesti,886984,0.386,0.389,0.344,0.397,0.42,0.06,4.43,15.52,512.28,176.33
BC,Bacau,Bacau,666472,0.492,0.447,0.42,0.457,0.394,0.08,2.18,6.6,318.99,30.62
TL,Tulcea,Babadag,982240,0.419,0.213,0.544,0.513,0.311,0.3,5.4,14.09,5.44,19.59
MS,Mures,Targu Mures,809714,0.36,0.566,0.344,0.442,0.411,0.17,2.55,9.54,143.93,113.37
BZB,Bucuresti,Sector 2,123124,0.705,0.341,0.247,0.394,0.345,0.06,1.78,0.59,562.87,203.57
CT,Constanta,Constanta,843166,0.365,0.28,0.593,0.529,0.306,0.4,1.88,18.0,10.43,16.87
BZ,Buzau,Ramnicul Sarat,228537,0.366,0.401,0.4,0.337,0.397,0.13,0.51,13.05,239.67,357.44
AG,Arges,Campulung,325763,0.361,0.452,0.405,0.372,0.395,0.06,1.67,6.34,178.07,136.97
BT,Botosani,Dorohoi,333885,0.352,0.476,0.356,0.36,0.385,0.22,3.8,4.0,384.14,158.58
BZB,Bucuresti,Sector 4,453210,0.753,0.343,0.223,0.313,0.327,0.06,0.32,0.73,446.57,270.54
MS,Mures,Targu Mures,797567,0.355,0.461,0.271,0.357,0.411,0.15,2.46,18.0,519.64,301.67
TM,Timis,Timisoara,865210,0.487,0.415,0.265,0.398,0.35,0.1,0.3,0.6,295.93,301.86
CJ,Cluj,Turda,264484,0.567,0.407,0.262,0.351,0.348,0.13,0.38,0.91,172.76,49.57
VL,Valcea,Ramnicu Valcea,106753,0.399,0.439,0.336,0.311,0.404,0.56,4.88,5.02,467.09,298.15
BT,Botosani,Dorohoi,935565,0.459,0.413,0.403,0.402,0.41,0.22,1.01,2.16,589.84,238.25
BC,Bacau,Onesti,993435,0.486,0.43,0.404,0.38,0.421,0.09,5.27,10.15,347.6,384.65
CJ,Cluj,Dej,595331,0.474,0.405,0.303,0.421,0.371,0.12,0.11,3.54,586.43,205.0
SJ,Salaj,Zalau,639712,0.337,0.488,0.28,0.442,0.348,0.06,1.11,4.59,474.41,190.73
BZB,Bucuresti,Sector 2,851764,0.626,0.278,0.218,0.373,0.367,0.07,0.34,2.68,362.55,111.25
BZB,Bucuresti,Sector 3,813436,0.713,0.279,0.214,0.378,0.33,0.59,0.34,5.13,346.35,53.2
CT,Constanta,Medgidia,639483,0.341,0.271,0.555,0.526,0.344,1.38,0.89,16.82,8.34,16.9
IF,Ilfov,Voluntari,697667,0.464,0.352,0.391,0.419,0.314,1.35,1.66,1.8,449.67,314.68
SB,Sibiu,Medias,955883,0.321,0.574,0.36,0.454,0.459,0.38,1.18,18.0,123.09,236.39
GL,Galati,Tecuci,205019,0.406,0.38,0.444,0.369,0.381,0.08,7.39,4.52,138.21,9.08
BZB,Bucuresti,Sector 6,510529,0.766,0.296,0.203,0.334,0.317,0.16,1.39,2.57,221.29,113.58
CT,Constanta,Constanta,383173,0.45,0.244,0.693,0.649,0.376,0.14,2.98,7.02,1.67,14.11
DB,Dambovita,Targoviste,706654,0.456,0.419,0.334,0.341,0.402,0.39,0.22,4.15,208.11,151.09
CT,Constanta,Mangalia,345091,0.452,0.216,0.579,0.52,0.361,0.07,4.35,8.51,5.9,3.05
BH,Bihor,Salonta,918148,0.372,0.426,0.311,0.359,0.32,0.47,1.4,13.53,269.67,354.19
GJ,Gorj,Motru,244954,0.426,0.394,0.347,0.384,0.375,0.26,7.5,18.0,273.96,247.38
IL,Ialomita,Slobozia,135254,0.379,0.317,0.402,0.367,0.314,0.48,1.34,2.78,585.52,360.58
BC,Bacau,Bacau,480548,0.467,0.359,0.362,0.38,0.411,0.14,1.84,10.06,377.2,366.12
CV,Covasna,Sfantu Gheorghe,754883,0.324,0.51,0.312,0.389,0.465,0.27,7.5,4.45,456.05,186.59
TM,Timis,Lugoj,890678,0.517,0.381,0.268,0.347,0.387,0.86,0.45,2.11,138.75,44.27
AR,Arad,Ineu,678812,0.372,0.429,0.313,0.362,0.362,0.28,7.5,3.73,123.25,42.16
GJ,Gorj,Motru,808318,0.415,0.435,0.35,0.379,0.393,0.07,3.43,1.85,306.56,343.98
BH,Bihor,Oradea,369637,0.422,0.385,0.365,0.43,0.373,0.96,7.5,3.21,356.13,148.81
BZB,Bucuresti,Sector 4,752588,0.639,0.351,0.243,0.319,0.34,2.74,0.15,2.12,137.24,349.72
MS,Mures,Reghin,265484,0.38,0.532,0.277,0.416,0.457,0.48,6.19,1.44,300.99,377.4
GJ,Gorj,Motru,143261,0.384,0.402,0.324,0.338,0.327,0.75,2.23,14.1,596.63,91.51
SB,Sibiu,Medias,827091,0.33,0.551,0.29,0.461,0.393,0.08,6.57,5.39,519.23,362.04
GL,Galati,Tecuci,266487,0.399,0.394,0.509,0.433,0.408,0.32,7.5,7.48,244.5,18.26
BZB,Bucuresti,Sector 6,279124,0.601,0.304,0.221,0.377,0.402,0.1,0.32,0.85,374.84,33.42
BZB,Bucuresti,Sector 2,720984,0.671,0.37,0.243,0.381,0.375,0.41,1.33,0.21,445.98,300.08
CV,Covasna,Sfantu Gheorghe,953520,0.335,0.591,0.304,0.508,0.454,1.24,3.96,0.51,430.2,337.96
IS,Iasi,Pascani,982053,0.615,0.333,0.301,0.369,0.342,0.89,0.62,1.15,407.08,294.12
BZB,Bucuresti,Sector 3,682909,0.577,0.366,0.252,0.395,0.333,0.06,0.6,4.59,352.81,84.63
BZB,Bucuresti,Sector 1,481972,0.625,0.353,0.254,0.402,0.352,0.29,0.37,0.86,114.89,384.32
