property_id,policy_id,location_type,sprinkler_grade,building_value,contents_value,year_built,construction,area_sqm,floors,has_alarm,replacement_cost
C-017524,P-017524,warehouse,B,4080615.09,1196907.6,,,,,,
H-017525,P-017525,,,,,1977.0,brick,85.0,1.0,True,71745.56
C-017526,P-017526,warehouse,B,358450.04,1675639.91,,,,,,
C-017527,P-017527,factory,B,3063850.12,319397.39,,,,,,
H-017528,P-017528,,,,,1984.0,brick,85.0,2.0,False,83991.18
C-017529,P-017529,retail,A,798264.6,559029.1,,,,,,
H-017531,P-017531,,,,,2010.0,brick,168.0,1.0,False,161844.17
H-017533,P-017533,,,,,2008.0,concrete,132.0,1.0,True,96000.03
H-017534,P-017534,,,,,2002.0,wood,92.0,2.0,True,82559.74
H-017537,P-017537,,,,,1989.0,concrete,81.0,2.0,True,64431.05
H-017547,P-017547,,,,,2001.0,brick,170.0,1.0,True,186245.66
H-017550,P-017550,,,,,1994.0,concrete,145.0,1.0,True,115650.5
C-017552,P-017552,factory,C,109026.36,179769.65,,,,,,
C-017553,P-017553,warehouse,C,4458998.12,2288777.11,,,,,,
C-017555,P-017555,retail,C,1587600.42,2101918.34,,,,,,
H-017556,P-017556,,,,,2020.0,brick,96.0,2.0,False,91032.05
H-017561,P-017561,,,,,2017.0,brick,143.0,3.0,True,134513.84
C-017564,P-017564,office,B,3342976.51,762204.29,,,,,,
C-017566,P-017566,warehouse,A,1819570.74,1993607.13,,,,,,
H-017568,P-017568,,,,,1969.0,brick,58.0,2.0,False,46137.72
H-017572,P-017572,,,,,1970.0,brick,131.0,1.0,True,128722.57
H-017573,P-017573,,,,,2005.0,concrete,173.0,1.0,False,95331.95
C-017574,P-017574,warehouse,C,952840.06,1465629.01,,,,,,
C-017576,P-017576,office,B,2407688.94,1517691.63,,,,,,
H-017578,P-017578,,,,,1996.0,brick,147.0,2.0,True,117757.49
H-017579,P-017579,,,,,2000.0,concrete,95.0,1.0,True,81625.66
H-017580,P-017580,,,,,2019.0,brick,111.0,2.0,False,114552.97
C-017581,P-017581,office,B,2316665.96,500037.36,,,,,,
H-017584,P-017584,,,,,1986.0,concrete,99.0,1.0,False,117180.35
H-017586,P-017586,,,,,2020.0,brick,184.0,2.0,False,147383.05
C-017588,P-017588,office,C,1169437.14,754699.83,,,,,,
C-017592,P-017592,warehouse,C,3078107.51,465704.71,,,,,,
H-017593,P-017593,,,,,2000.0,brick,109.0,3.0,True,74987.72
H-017594,P-017594,,,,,1968.0,concrete,95.0,2.0,True,90020.99
H-017595,P-017595,,,,,2002.0,concrete,145.0,2.0,True,115998.32
C-017599,P-017599,retail,C,759533.71,697187.2,,,,,,
C-017602,P-017602,warehouse,A,3417319.51,256619.2,,,,,,
H-017606,P-017606,,,,,1977.0,brick,139.0,2.0,True,141167.21
H-017607,P-017607,,,,,2021.0,brick,159.0,1.0,False,127365.67
H-017610,P-017610,,,,,2012.0,brick,55.0,1.0,True,45686.48
H-017611,P-017611,,,,,2001.0,brick,96.0,1.0,True,94249.64
H-017613,P-017613,,,,,2005.0,brick,135.0,1.0,False,129952.29
H-017614,P-017614,,,,,2014.0,concrete,109.0,3.0,False,70858.52
C-017616,P-017616,office,A,3598969.46,1199999.03,,,,,,
H-017617,P-017617,,,,,1984.0,brick,75.0,2.0,True,61316.75
C-017618,P-017618,factory,B,462612.92,1728116.86,,,,,,
H-017619,P-017619,,,,,1989.0,brick,93.0,1.0,True,74494.01
H-017620,P-017620,,,,,1990.0,concrete,113.0,1.0,True,90736.39
H-017622,P-017622,,,,,2018.0,brick,45.0,2.0,False,45931.93
H-017623,P-017623,,,,,2018.0,wood,110.0,1.0,False,70552.56
H-017625,P-017625,,,,,1967.0,brick,126.0,1.0,True,158584.16
H-017626,P-017626,,,,,2011.0,brick,122.0,1.0,True,127869.6
H-017630,P-017630,,,,,1968.0,concrete,110.0,1.0,True,64861.28
C-017633,P-017633,warehouse,B,4745885.83,1723381.53,,,,,,
H-017635,P-017635,,,,,1989.0,brick,158.0,2.0,False,156087.59
C-017636,P-017636,warehouse,B,3553948.27,680484.19,,,,,,
H-017637,P-017637,,,,,1972.0,brick,157.0,2.0,False,147220.29
H-017638,P-017638,,,,,2017.0,wood,96.0,1.0,True,100958.35
H-017639,P-017639,,,,,1986.0,brick,116.0,2.0,False,75938.15
H-017640,P-017640,,,,,1976.0,brick,143.0,3.0,True,149888.23
C-017642,P-017642,warehouse,A,3470000.67,1766211.45,,,,,,
C-017643,P-017643,office,B,1020317.58,591442.28,,,,,,
H-017644,P-017644,,,,,1989.0,brick,196.0,1.0,False,143029.26
C-017645,P-017645,office,A,4175791.65,410542.5,,,,,,
C-017647,P-017647,office,C,2260306.21,692599.92,,,,,,
H-017648,P-017648,,,,,1982.0,concrete,95.0,1.0,True,92166.87
C-017656,P-017656,office,B,3827920.67,1824361.2,,,,,,
H-017662,P-017662,,,,,1987.0,brick,101.0,1.0,True,64222.46
H-017665,P-017665,,,,,2021.0,brick,118.0,1.0,False,103095.87
H-017668,P-017668,,,,,1968.0,brick,87.0,1.0,True,91527.93
C-017670,P-017670,office,A,1954782.9,1236669.84,,,,,,
H-017675,P-017675,,,,,1975.0,wood,106.0,1.0,False,105149.23
C-017676,P-017676,factory,C,605960.41,2025069.19,,,,,,
H-017678,P-017678,,,,,1972.0,brick,41.0,2.0,True,35188.5
H-017683,P-017683,,,,,1983.0,brick,112.0,1.0,True,92825.27
H-017684,P-017684,,,,,1984.0,concrete,84.0,2.0,False,65814.28
C-017685,P-017685,office,B,2691615.62,2221318.16,,,,,,
H-017686,P-017686,,,,,2007.0,brick,76.0,1.0,True,95863.31
H-017687,P-017687,,,,,2014.0,brick,63.0,1.0,False,57382.34
H-017688,P-017688,,,,,1979.0,concrete,126.0,2.0,True,96422.91
H-017691,P-017691,,,,,2000.0,brick,120.0,1.0,True,78135.45
H-017695,P-017695,,,,,1984.0,brick,86.0,2.0,False,87678.25
H-017696,P-017696,,,,,1988.0,brick,135.0,2.0,False,97472.28
C-017697,P-017697,warehouse,A,3456702.6,976637.02,,,,,,
H-017698,P-017698,,,,,1967.0,brick,163.0,3.0,False,174683.05
H-017702,P-017702,,,,,1987.0,concrete,54.0,3.0,True,44003.65
H-017703,P-017703,,,,,2020.0,concrete,133.0,2.0,True,93902.29
H-017704,P-017704,,,,,1999.0,concrete,129.0,2.0,True,90090.6
C-017706,P-017706,factory,C,2997445.51,1311335.28,,,,,,
H-017708,P-017708,,,,,1994.0,brick,85.0,2.0,True,64857.66
H-017710,P-017710,,,,,1987.0,brick,80.0,2.0,True,94170.55
C-017711,P-017711,warehouse,C,2492940.63,1189136.0,,,,,,
H-017712,P-017712,,,,,1973.0,wood,139.0,2.0,False,139433.9
H-017716,P-017716,,,,,2018.0,brick,87.0,2.0,True,101196.91
H-017717,P-017717,,,,,2004.0,brick,136.0,2.0,True,117761.73
H-017718,P-017718,,,,,1993.0,brick,93.0,2.0,True,78347.65
H-017720,P-017720,,,,,1993.0,brick,149.0,1.0,True,130402.74
C-017721,P-017721,warehouse,B,310489.05,1587550.35,,,,,,
H-017723,P-017723,,,,,1993.0,concrete,78.0,3.0,False,78353.12
C-017724,P-017724,office,B,2797315.4,2380137.32,,,,,,
H-017729,P-017729,,,,,1989.0,brick,207.0,1.0,True,164649.68
H-017731,P-017731,,,,,2009.0,brick,133.0,1.0,True,121142.27
H-017735,P-017735,,,,,1992.0,brick,133.0,2.0,True,92315.21
C-017737,P-017737,retail,B,1846768.53,1761065.18,,,,,,
H-017738,P-017738,,,,,1976.0,concrete,90.0,2.0,False,77307.15
C-017740,P-017740,factory,B,602587.42,1592551.76,,,,,,
H-017741,P-017741,,,,,1975.0,brick,204.0,2.0,False,187008.0
H-017743,P-017743,,,,,1968.0,brick,74.0,1.0,False,44585.57
C-017744,P-017744,warehouse,C,1961043.69,1219774.53,,,,,,
H-017751,P-017751,,,,,1995.0,concrete,153.0,1.0,False,148104.89
C-017752,P-017752,office,B,3109973.32,2188023.47,,,,,,
H-017753,P-017753,,,,,2015.0,brick,116.0,1.0,True,104568.82
H-017756,P-017756,,,,,2014.0,concrete,70.0,1.0,False,65482.98
C-017757,P-017757,warehouse,B,2116169.68,371408.12,,,,,,
H-017758,P-017758,,,,,1992.0,brick,143.0,3.0,True,132520.56
H-017760,P-017760,,,,,1995.0,wood,91.0,1.0,True,79529.94
H-017763,P-017763,,,,,1971.0,brick,115.0,3.0,True,113193.15
H-017764,P-017764,,,,,1969.0,brick,78.0,2.0,False,82639.19
C-017768,P-017768,retail,B,2007009.95,725546.04,,,,,,
H-017769,P-017769,,,,,1994.0,brick,127.0,3.0,True,112798.64
H-017782,P-017782,,,,,1993.0,concrete,147.0,2.0,True,126927.59
H-017785,P-017785,,,,,1982.0,brick,78.0,2.0,True,74852.65
H-017786,P-017786,,,,,1965.0,concrete,57.0,2.0,True,58227.63
H-017787,P-017787,,,,,1998.0,concrete,87.0,3.0,True,64824.09
H-017789,P-017789,,,,,2001.0,brick,183.0,2.0,True,108066.84
H-017791,P-017791,,,,,1992.0,wood,152.0,2.0,False,150062.76
H-017792,P-017792,,,,,2013.0,brick,131.0,1.0,False,114922.26
H-017795,P-017795,,,,,2003.0,wood,219.0,2.0,False,158572.9
C-017797,P-017797,factory,B,2282259.27,1139478.89,,,,,,
H-017798,P-017798,,,,,1986.0,brick,153.0,3.0,True,148120.91
H-017799,P-017799,,,,,2009.0,concrete,141.0,1.0,False,128791.06
H-017800,P-017800,,,,,2011.0,wood,126.0,1.0,True,94622.11
H-017814,P-017814,,,,,1979.0,concrete,167.0,1.0,False,150351.73
H-017815,P-017815,,,,,1978.0,brick,146.0,2.0,True,163455.77
C-017817,P-017817,warehouse,B,2975669.58,982652.98,,,,,,
C-017819,P-017819,office,A,529432.74,1569895.0,,,,,,
H-017820,P-017820,,,,,1975.0,brick,51.0,2.0,True,34066.72
H-017821,P-017821,,,,,2022.0,brick,119.0,3.0,False,73646.64
H-017823,P-017823,,,,,1989.0,brick,40.0,1.0,True,36994.92
H-017824,P-017824,,,,,1985.0,concrete,72.0,1.0,True,64480.35
H-017829,P-017829,,,,,1999.0,brick,101.0,3.0,False,61944.56
H-017830,P-017830,,,,,1968.0,brick,127.0,1.0,False,113174.81
H-017831,P-017831,,,,,1978.0,brick,79.0,1.0,True,78901.23
C-017833,P-017833,office,B,693564.86,965483.67,,,,,,
C-017838,P-017838,factory,C,2974059.48,2240774.62,,,,,,
H-017839,P-017839,,,,,2019.0,brick,111.0,3.0,False,72234.69
C-017840,P-017840,factory,B,4309987.09,1570848.33,,,,,,
C-017848,P-017848,office,A,999558.75,2070244.78,,,,,,
C-017857,P-017857,warehouse,A,2961003.52,1347820.47,,,,,,
C-017858,P-017858,warehouse,B,4943283.54,2045562.05,,,,,,
H-017862,P-017862,,,,,2010.0,brick,120.0,1.0,False,103292.31
H-017867,P-017867,,,,,1999.0,brick,93.0,1.0,True,72736.3
C-017868,P-017868,office,A,4625004.19,1718997.39,,,,,,
H-017879,P-017879,,,,,1998.0,brick,130.0,1.0,True,129066.1
H-017883,P-017883,,,,,1975.0,brick,141.0,1.0,True,116242.48
C-017885,P-017885,office,C,4322557.72,1242609.61,,,,,,
H-017889,P-017889,,,,,1998.0,concrete,159.0,1.0,True,142374.45
H-017890,P-017890,,,,,1968.0,brick,100.0,2.0,False,97597.85
C-017891,P-017891,retail,C,2138926.06,2448300.99,,,,,,
C-017892,P-017892,factory,A,4974181.11,1211994.11,,,,,,
C-017893,P-017893,retail,B,1646161.83,1404847.18,,,,,,
C-017895,P-017895,retail,A,3149468.79,2387162.57,,,,,,
H-017898,P-017898,,,,,1995.0,brick,134.0,2.0,False,103237.84
H-017899,P-017899,,,,,2003.0,brick,138.0,2.0,True,110887.38
C-017900,P-017900,office,None,1347709.02,1722695.65,,,,,,
H-017901,P-017901,,,,,1966.0,wood,122.0,1.0,True,108209.6
H-017905,P-017905,,,,,2022.0,brick,98.0,1.0,True,120977.71
C-017909,P-017909,office,B,1419265.91,707001.15,,,,,,
H-017910,P-017910,,,,,2007.0,brick,65.0,1.0,True,44939.75
H-017911,P-017911,,,,,1985.0,brick,40.0,2.0,True,40213.39
H-017913,P-017913,,,,,1996.0,concrete,61.0,3.0,False,39870.12
C-017914,P-017914,warehouse,C,1590910.89,1708255.7,,,,,,
H-017918,P-017918,,,,,1995.0,brick,115.0,1.0,False,110787.17
H-017925,P-017925,,,,,2009.0,brick,173.0,1.0,False,142505.95
H-017929,P-017929,,,,,2006.0,concrete,128.0,3.0,True,122473.16
C-017930,P-017930,office,C,1401754.24,762222.93,,,,,,
C-017931,P-017931,factory,B,454242.7,1304228.07,,,,,,
H-017935,P-017935,,,,,2010.0,brick,110.0,2.0,False,102184.79
H-017937,P-017937,,,,,2020.0,brick,138.0,1.0,False,112833.19
C-017939,P-017939,warehouse,A,2402344.33,1180102.18,,,,,,
C-017941,P-017941,warehouse,B,3371956.19,1251841.39,,,,,,
H-017947,P-017947,,,,,2007.0,wood,115.0,1.0,True,120907.31
H-017948,P-017948,,,,,2012.0,concrete,135.0,1.0,False,110513.67
H-017950,P-017950,,,,,1977.0,brick,118.0,1.0,True,141585.05
C-017951,P-017951,factory,None,621780.24,87563.16,,,,,,
H-017959,P-017959,,,,,1970.0,brick,70.0,1.0,False,67696.34
C-017966,P-017966,office,B,180294.93,116265.59,,,,,,
C-017969,P-017969,factory,A,3933069.58,1799529.56,,,,,,
H-017976,P-017976,,,,,1983.0,concrete,139.0,1.0,False,140090.37
H-017977,P-017977,,,,,2011.0,brick,69.0,2.0,True,43997.83
C-017978,P-017978,office,B,1274091.88,1603256.44,,,,,,
H-017979,P-017979,,,,,1971.0,brick,93.0,1.0,True,98961.06
H-017980,P-017980,,,,,1984.0,brick,170.0,2.0,True,142782.22
H-017981,P-017981,,,,,1999.0,concrete,124.0,2.0,True,122692.81
H-017983,P-017983,,,,,1991.0,brick,102.0,2.0,False,63045.05
H-017992,P-017992,,,,,1968.0,brick,134.0,2.0,False,152579.61
H-017993,P-017993,,,,,1977.0,concrete,141.0,2.0,False,137839.09
H-018000,P-018000,,,,,2004.0,brick,96.0,2.0,False,84154.78
H-018004,P-018004,,,,,2004.0,brick,146.0,1.0,True,155145.85
H-018012,P-018012,,,,,1995.0,concrete,155.0,2.0,True,148743.41
H-018015,P-018015,,,,,1973.0,concrete,109.0,1.0,True,125828.94
H-018017,P-018017,,,,,1977.0,brick,148.0,2.0,True,144082.23
C-018020,P-018020,warehouse,B,4668890.58,98790.64,,,,,,
H-018022,P-018022,,,,,1988.0,concrete,186.0,2.0,False,149627.88
C-018024,P-018024,factory,B,3970088.95,1296336.7,,,,,,
H-018026,P-018026,,,,,1966.0,concrete,183.0,1.0,True,218374.06
C-018029,P-018029,warehouse,B,4872022.74,1058025.6,,,,,,
H-018032,P-018032,,,,,2021.0,brick,101.0,1.0,True,60435.98
H-018035,P-018035,,,,,2004.0,concrete,96.0,1.0,False,102873.22
C-018036,P-018036,warehouse,B,365545.62,2408799.67,,,,,,
H-018040,P-018040,,,,,1998.0,concrete,153.0,2.0,False,111985.64
C-018041,P-018041,retail,B,1138216.55,2054423.64,,,,,,
H-018042,P-018042,,,,,2013.0,brick,125.0,3.0,True,120340.54
H-018045,P-018045,,,,,1997.0,brick,194.0,2.0,False,174212.7
H-018048,P-018048,,,,,1997.0,brick,81.0,1.0,True,61982.14
H-018050,P-018050,,,,,2018.0,concrete,224.0,2.0,True,205446.34
H-018054,P-018054,,,,,1972.0,wood,108.0,1.0,True,95927.29
C-018057,P-018057,retail,C,862429.18,73097.26,,,,,,
C-018059,P-018059,factory,B,3004311.07,540904.23,,,,,,
H-018065,P-018065,,,,,2020.0,concrete,100.0,1.0,False,110414.58
C-018069,P-018069,office,B,4854843.73,2439492.24,,,,,,
H-018070,P-018070,,,,,2017.0,brick,55.0,1.0,False,50272.22
H-018074,P-018074,,,,,1976.0,brick,50.0,1.0,True,38974.88
H-018076,P-018076,,,,,1986.0,concrete,137.0,3.0,False,138329.13
H-018077,P-018077,,,,,2007.0,brick,125.0,1.0,True,144551.82
H-018078,P-018078,,,,,1982.0,brick,57.0,1.0,True,38626.98
C-018079,P-018079,retail,C,228535.62,1585887.33,,,,,,
C-018080,P-018080,warehouse,A,1565511.92,2462116.84,,,,,,
C-018081,P-018081,retail,B,4054484.51,200490.81,,,,,,
C-018083,P-018083,retail,None,1101110.98,1487843.88,,,,,,
H-018088,P-018088,,,,,1983.0,concrete,48.0,3.0,True,53454.56
C-018089,P-018089,warehouse,C,1739392.72,1972292.01,,,,,,
H-018092,P-018092,,,,,2010.0,brick,178.0,1.0,False,163710.26
H-018094,P-018094,,,,,2018.0,concrete,81.0,1.0,True,67228.41
C-018096,P-018096,warehouse,A,3109949.95,1127293.93,,,,,,
H-018105,P-018105,,,,,1966.0,concrete,98.0,2.0,False,103630.54
H-018107,P-018107,,,,,1973.0,brick,134.0,1.0,False,138165.94
H-018108,P-018108,,,,,2013.0,concrete,195.0,2.0,False,144874.85
H-018111,P-018111,,,,,2012.0,brick,70.0,2.0,True,70878.96
C-018114,P-018114,retail,B,1249019.47,834308.52,,,,,,
C-018115,P-018115,factory,None,2988708.29,792329.58,,,,,,
H-018117,P-018117,,,,,2001.0,brick,92.0,2.0,False,103896.32
C-018119,P-018119,office,B,4482688.95,1884724.03,,,,,,
H-018122,P-018122,,,,,1977.0,wood,148.0,1.0,False,159227.09
H-018127,P-018127,,,,,2018.0,brick,169.0,2.0,False,131590.34
H-018132,P-018132,,,,,2011.0,concrete,127.0,2.0,False,73614.31
H-018133,P-018133,,,,,1996.0,concrete,104.0,2.0,False,107144.73
H-018134,P-018134,,,,,1996.0,brick,159.0,2.0,True,138540.98
C-018136,P-018136,retail,C,3363838.65,1839203.74,,,,,,
H-018138,P-018138,,,,,1983.0,brick,142.0,2.0,True,164628.97
H-018139,P-018139,,,,,2014.0,concrete,76.0,1.0,True,70251.75
H-018141,P-018141,,,,,2003.0,brick,108.0,3.0,False,74155.73
C-018146,P-018146,office,C,881272.86,112017.62,,,,,,
H-018147,P-018147,,,,,1992.0,brick,91.0,1.0,False,87797.65
H-018150,P-018150,,,,,1970.0,concrete,122.0,2.0,True,120603.47
H-018151,P-018151,,,,,2004.0,brick,91.0,1.0,True,74933.11
H-018153,P-018153,,,,,1967.0,concrete,69.0,2.0,True,81117.48
H-018157,P-018157,,,,,2013.0,brick,40.0,2.0,True,35630.06
H-018159,P-018159,,,,,2008.0,concrete,101.0,3.0,False,73821.87
H-018163,P-018163,,,,,2014.0,brick,148.0,2.0,False,184934.2
H-018165,P-018165,,,,,2019.0,brick,118.0,2.0,False,97100.26
H-018166,P-018166,,,,,2011.0,brick,151.0,4.0,False,137808.04
C-018167,P-018167,warehouse,B,4989788.46,842193.49,,,,,,
H-018168,P-018168,,,,,1977.0,brick,105.0,2.0,True,128295.4
H-018170,P-018170,,,,,1988.0,brick,131.0,2.0,False,151376.77
C-018173,P-018173,factory,None,4568518.87,1286736.96,,,,,,
H-018174,P-018174,,,,,2021.0,concrete,102.0,1.0,False,101176.96
C-018177,P-018177,retail,C,3919624.62,1975416.45,,,,,,
H-018179,P-018179,,,,,2023.0,concrete,136.0,1.0,False,137356.11
H-018180,P-018180,,,,,2005.0,brick,108.0,1.0,False,110716.84
H-018185,P-018185,,,,,1978.0,concrete,141.0,3.0,True,129304.98
H-018186,P-018186,,,,,1989.0,concrete,129.0,3.0,False,99353.04
H-018190,P-018190,,,,,2017.0,wood,119.0,2.0,False,82174.01
H-018192,P-018192,,,,,2001.0,brick,102.0,2.0,True,81598.08
H-018198,P-018198,,,,,2002.0,brick,108.0,1.0,True,82121.91
H-018199,P-018199,,,,,1972.0,concrete,65.0,2.0,True,67758.0
C-018203,P-018203,office,C,994214.97,384007.22,,,,,,
H-018204,P-018204,,,,,2015.0,concrete,140.0,1.0,True,134969.46
C-018205,P-018205,factory,C,2670532.87,885329.25,,,,,,
H-018207,P-018207,,,,,2003.0,brick,115.0,1.0,True,85564.55
H-018209,P-018209,,,,,1980.0,brick,83.0,2.0,False,92861.69
H-018217,P-018217,,,,,1982.0,brick,179.0,2.0,False,109674.69
H-018218,P-018218,,,,,2020.0,concrete,40.0,2.0,True,36249.95
H-018219,P-018219,,,,,1984.0,brick,109.0,2.0,True,101436.24
H-018222,P-018222,,,,,2004.0,concrete,40.0,1.0,False,41308.16
H-018224,P-018224,,,,,2023.0,brick,82.0,2.0,False,61313.08
H-018225,P-018225,,,,,2011.0,concrete,173.0,2.0,False,123941.75
H-018226,P-018226,,,,,2016.0,concrete,40.0,1.0,False,23773.4
C-018231,P-018231,office,None,876593.45,2108819.52,,,,,,
C-018237,P-018237,office,B,1394823.66,1446517.16,,,,,,
H-018238,P-018238,,,,,1980.0,concrete,41.0,1.0,True,27773.78
C-018239,P-018239,office,A,562712.31,1174275.21,,,,,,
H-018240,P-018240,,,,,2002.0,concrete,100.0,3.0,False,122829.6
C-018241,P-018241,retail,A,2008206.72,825840.65,,,,,,
C-018242,P-018242,factory,C,2323730.41,89192.67,,,,,,
H-018243,P-018243,,,,,1990.0,concrete,146.0,1.0,True,90742.45
H-018244,P-018244,,,,,1984.0,brick,86.0,2.0,True,86411.41
H-018246,P-018246,,,,,1973.0,brick,106.0,1.0,False,103196.83
H-018247,P-018247,,,,,1982.0,concrete,111.0,1.0,False,108992.31
H-018248,P-018248,,,,,1997.0,brick,104.0,3.0,True,68885.14
H-018250,P-018250,,,,,1984.0,brick,76.0,1.0,True,69060.2
H-018252,P-018252,,,,,1987.0,brick,83.0,1.0,False,56857.55
H-018253,P-018253,,,,,1982.0,brick,154.0,1.0,False,98932.38
C-018254,P-018254,warehouse,C,4777513.77,2201333.45,,,,,,
H-018257,P-018257,,,,,1983.0,brick,133.0,1.0,True,141062.86
H-018258,P-018258,,,,,2022.0,wood,133.0,1.0,True,137833.03
H-018259,P-018259,,,,,2017.0,concrete,98.0,2.0,False,93291.61
H-018260,P-018260,,,,,1997.0,concrete,68.0,2.0,False,63459.48
H-018261,P-018261,,,,,1968.0,concrete,59.0,1.0,True,65319.87
H-018262,P-018262,,,,,1983.0,brick,178.0,1.0,False,187439.59
C-018267,P-018267,office,A,3354081.98,1684232.26,,,,,,
H-018271,P-018271,,,,,2005.0,brick,156.0,2.0,True,145373.4
H-018276,P-018276,,,,,2007.0,brick,107.0,3.0,True,133765.59
H-018277,P-018277,,,,,1974.0,concrete,154.0,1.0,True,123082.71
H-018278,P-018278,,,,,1969.0,wood,184.0,2.0,True,222213.46
C-018284,P-018284,warehouse,A,3380706.56,1201347.8,,,,,,
H-018287,P-018287,,,,,1976.0,concrete,208.0,1.0,False,133867.24
H-018290,P-018290,,,,,2000.0,wood,54.0,2.0,True,41786.64
C-018291,P-018291,office,C,2415681.73,2419897.62,,,,,,
H-018292,P-018292,,,,,1979.0,brick,154.0,2.0,True,161192.98
H-018295,P-018295,,,,,1999.0,brick,147.0,3.0,True,128130.17
H-018297,P-018297,,,,,1976.0,concrete,140.0,1.0,False,117849.71
H-018300,P-018300,,,,,2015.0,brick,96.0,2.0,False,84047.66
H-018303,P-018303,,,,,2016.0,brick,125.0,1.0,True,107211.77
H-018304,P-018304,,,,,2000.0,brick,112.0,2.0,True,67134.34
H-018305,P-018305,,,,,2016.0,concrete,94.0,1.0,True,55079.56
H-018312,P-018312,,,,,1993.0,wood,121.0,2.0,True,95659.69
H-018313,P-018313,,,,,2007.0,brick,201.0,1.0,False,170713.48
C-018322,P-018322,retail,B,2075775.04,2236026.37,,,,,,
H-018323,P-018323,,,,,1990.0,brick,113.0,2.0,True,115588.89
H-018324,P-018324,,,,,1974.0,brick,111.0,1.0,False,72958.73
C-018325,P-018325,office,C,3575267.57,1483776.03,,,,,,
C-018328,P-018328,office,A,3003744.31,1026495.35,,,,,,
C-018329,P-018329,office,A,900672.32,1615308.16,,,,,,
H-018335,P-018335,,,,,2013.0,concrete,160.0,2.0,False,139729.33
C-018336,P-018336,warehouse,C,1798492.11,1847058.15,,,,,,
H-018337,P-018337,,,,,2006.0,concrete,92.0,3.0,False,86761.6
H-018338,P-018338,,,,,1968.0,brick,75.0,2.0,False,73340.98
H-018339,P-018339,,,,,2023.0,brick,160.0,3.0,True,150753.06
H-018341,P-018341,,,,,1971.0,concrete,120.0,2.0,True,81018.32
H-018343,P-018343,,,,,1981.0,brick,115.0,2.0,True,102143.21
H-018345,P-018345,,,,,1993.0,brick,91.0,1.0,False,101790.34
H-018347,P-018347,,,,,1995.0,brick,97.0,1.0,True,99465.39
H-018348,P-018348,,,,,2015.0,brick,135.0,2.0,True,99641.97
H-018349,P-018349,,,,,2004.0,brick,98.0,1.0,True,75562.19
H-018350,P-018350,,,,,1979.0,brick,152.0,2.0,False,123721.22
H-018351,P-018351,,,,,1981.0,brick,125.0,2.0,False,89488.31
H-018353,P-018353,,,,,2001.0,concrete,72.0,1.0,False,72485.84
H-018354,P-018354,,,,,2003.0,concrete,98.0,3.0,False,78967.64
H-018356,P-018356,,,,,1972.0,brick,134.0,1.0,True,109803.84
H-018358,P-018358,,,,,2019.0,concrete,172.0,1.0,False,124847.75
H-018360,P-018360,,,,,1998.0,concrete,73.0,1.0,True,75636.48
C-018362,P-018362,office,B,3387548.67,859325.2,,,,,,
C-018364,P-018364,warehouse,B,4509367.19,465419.68,,,,,,
H-018368,P-018368,,,,,1979.0,concrete,62.0,1.0,True,55613.33
H-018369,P-018369,,,,,1977.0,concrete,40.0,3.0,True,26102.2
H-018370,P-018370,,,,,2006.0,brick,86.0,1.0,False,83088.56
C-018371,P-018371,warehouse,B,2765013.43,978532.42,,,,,,
H-018373,P-018373,,,,,2019.0,brick,155.0,2.0,True,123722.42
H-018379,P-018379,,,,,1993.0,brick,198.0,2.0,True,183188.29
H-018383,P-018383,,,,,1984.0,concrete,171.0,2.0,True,98687.62
H-018386,P-018386,,,,,1984.0,brick,81.0,1.0,False,52058.02
H-018387,P-018387,,,,,2001.0,brick,172.0,1.0,False,157228.16
C-018388,P-018388,office,None,246794.63,1069099.53,,,,,,
H-018390,P-018390,,,,,1998.0,concrete,119.0,1.0,True,119148.49
H-018392,P-018392,,,,,1996.0,brick,146.0,1.0,True,125490.09
C-018396,P-018396,warehouse,B,125978.86,1188948.48,,,,,,
C-018400,P-018400,warehouse,None,2007697.87,2494207.65,,,,,,
C-018402,P-018402,office,A,3155832.0,938861.32,,,,,,
H-018403,P-018403,,,,,1976.0,brick,75.0,3.0,True,71675.11
H-018404,P-018404,,,,,1968.0,brick,76.0,1.0,True,74383.79
H-018406,P-018406,,,,,2013.0,concrete,67.0,2.0,True,64436.65
H-018407,P-018407,,,,,2008.0,concrete,47.0,1.0,False,37267.25
H-018408,P-018408,,,,,1999.0,concrete,135.0,4.0,True,105293.23
H-018412,P-018412,,,,,1985.0,brick,177.0,3.0,True,166884.07
H-018415,P-018415,,,,,1972.0,wood,65.0,2.0,False,60683.4
H-018422,P-018422,,,,,2001.0,concrete,40.0,3.0,True,51345.26
H-018424,P-018424,,,,,2004.0,concrete,156.0,2.0,True,178755.03
H-018428,P-018428,,,,,2014.0,brick,95.0,1.0,True,99930.15
H-018430,P-018430,,,,,1998.0,brick,129.0,1.0,False,128483.49
C-018433,P-018433,office,C,2445535.71,2135834.82,,,,,,
H-018434,P-018434,,,,,2008.0,brick,69.0,1.0,True,71694.43
H-018441,P-018441,,,,,1984.0,brick,54.0,1.0,True,42274.49
H-018443,P-018443,,,,,1986.0,concrete,126.0,1.0,False,99416.5
H-018444,P-018444,,,,,1972.0,concrete,115.0,1.0,False,102159.21
H-018448,P-018448,,,,,1983.0,concrete,106.0,2.0,False,103695.26
H-018452,P-018452,,,,,2022.0,brick,40.0,1.0,True,42197.08
