unit_id,policy_id,personal_property_limit,roommates_count,building_type
R-014872,P-014872,35000.0,0,block
R-014876,P-014876,25000.0,1,block
R-014877,P-014877,25000.0,2,block
R-014884,P-014884,25000.0,1,block
R-014889,P-014889,35000.0,1,block
R-014894,P-014894,25000.0,1,house
R-014906,P-014906,25000.0,0,block
R-014912,P-014912,15000.0,0,block
R-014923,P-014923,35000.0,1,block
R-014925,P-014925,35000.0,2,house
R-014929,P-014929,25000.0,2,block
R-014948,P-014948,35000.0,0,block
R-014961,P-014961,50000.0,1,block
R-014965,P-014965,50000.0,0,block
R-014974,P-014974,25000.0,1,block
R-014996,P-014996,50000.0,1,house
R-014998,P-014998,35000.0,1,block
R-015007,P-015007,25000.0,2,block
R-015024,P-015024,25000.0,1,block
R-015040,P-015040,35000.0,0,block
R-015050,P-015050,15000.0,2,block
R-015073,P-015073,35000.0,2,block
R-015090,P-015090,25000.0,1,block
R-015112,P-015112,15000.0,1,block
R-015113,P-015113,35000.0,1,block
R-015119,P-015119,35000.0,2,house
R-015125,P-015125,35000.0,0,block
R-015130,P-015130,35000.0,1,block
R-015139,P-015139,15000.0,0,block
R-015151,P-015151,25000.0,1,block
R-015153,P-015153,25000.0,1,block
R-015154,P-015154,15000.0,0,house
R-015157,P-015157,25000.0,1,block
R-015159,P-015159,35000.0,1,block
R-015163,P-015163,25000.0,2,block
R-015166,P-015166,15000.0,1,block
R-015178,P-015178,15000.0,2,block
R-015179,P-015179,25000.0,1,block
R-015183,P-015183,25000.0,0,house
R-015193,P-015193,35000.0,1,block
R-015195,P-015195,35000.0,1,block
R-015203,P-015203,25000.0,2,block
R-015209,P-015209,35000.0,2,block
R-015210,P-015210,25000.0,1,block
R-015223,P-015223,25000.0,1,block
R-015241,P-015241,25000.0,0,block
R-015244,P-015244,35000.0,0,block
R-015247,P-015247,35000.0,0,block
R-015251,P-015251,25000.0,1,block
R-015261,P-015261,35000.0,2,house
R-015269,P-015269,25000.0,1,block
R-015280,P-015280,15000.0,2,block
R-015281,P-015281,15000.0,1,house
R-015297,P-015297,15000.0,0,house
R-015302,P-015302,15000.0,2,block
R-015303,P-015303,50000.0,0,block
R-015306,P-015306,50000.0,0,block
R-015310,P-015310,25000.0,2,block
R-015314,P-015314,25000.0,0,block
R-015326,P-015326,15000.0,0,block
R-015336,P-015336,35000.0,0,block
R-015339,P-015339,25000.0,0,block
R-015341,P-015341,25000.0,1,house
R-015343,P-015343,50000.0,2,house
R-015346,P-015346,25000.0,0,block
R-015354,P-015354,15000.0,1,block
R-015362,P-015362,35000.0,0,block
R-015364,P-015364,25000.0,2,house
R-015380,P-015380,25000.0,1,block
R-015382,P-015382,35000.0,0,block
R-015384,P-015384,15000.0,1,block
R-015389,P-015389,15000.0,0,block
R-015392,P-015392,35000.0,2,block
R-015393,P-015393,15000.0,2,house
R-015394,P-015394,15000.0,0,house
R-015396,P-015396,15000.0,0,house
R-015405,P-015405,25000.0,0,block
R-015406,P-015406,25000.0,2,block
R-015423,P-015423,15000.0,2,house
R-015433,P-015433,50000.0,2,block
R-015468,P-015468,35000.0,0,block
R-015469,P-015469,35000.0,0,block
R-015473,P-015473,25000.0,1,block
R-015474,P-015474,25000.0,0,house
R-015476,P-015476,15000.0,0,block
R-015485,P-015485,25000.0,0,block
R-015487,P-015487,35000.0,2,block
R-015494,P-015494,25000.0,0,block
R-015498,P-015498,25000.0,1,house
R-015519,P-015519,35000.0,2,block
R-015522,P-015522,15000.0,1,house
R-015526,P-015526,35000.0,2,block
R-015531,P-015531,15000.0,1,house
R-015545,P-015545,15000.0,1,house
R-015546,P-015546,35000.0,2,block
R-015547,P-015547,35000.0,2,block
R-015549,P-015549,50000.0,2,block
R-015551,P-015551,50000.0,0,block
R-015552,P-015552,35000.0,2,block
R-015581,P-015581,50000.0,0,block
R-015582,P-015582,25000.0,0,block
R-015594,P-015594,15000.0,2,block
R-015603,P-015603,25000.0,2,block
R-015611,P-015611,15000.0,1,house
R-015612,P-015612,50000.0,0,block
R-015631,P-015631,35000.0,1,block
R-015632,P-015632,35000.0,1,block
R-015655,P-015655,35000.0,1,block
R-015657,P-015657,15000.0,0,block
R-015666,P-015666,50000.0,0,block
R-015673,P-015673,25000.0,2,house
R-015676,P-015676,25000.0,1,house
R-015680,P-015680,25000.0,1,block
R-015681,P-015681,25000.0,1,block
R-015683,P-015683,25000.0,2,block
R-015685,P-015685,25000.0,2,block
R-015691,P-015691,25000.0,2,house
R-015706,P-015706,25000.0,2,house
R-015715,P-015715,25000.0,1,house
R-015720,P-015720,35000.0,1,block
R-015739,P-015739,35000.0,1,block
R-015746,P-015746,25000.0,0,block
R-015757,P-015757,25000.0,2,block
R-015759,P-015759,25000.0,1,block
R-015761,P-015761,15000.0,0,block
R-015773,P-015773,25000.0,2,block
R-015774,P-015774,15000.0,0,block
R-015775,P-015775,35000.0,1,house
R-015776,P-015776,35000.0,1,house
R-015790,P-015790,15000.0,0,block
R-015791,P-015791,25000.0,0,block
R-015794,P-015794,50000.0,1,block
R-015800,P-015800,50000.0,2,block
R-015803,P-015803,50000.0,0,block
R-015804,P-015804,35000.0,2,block
R-015829,P-015829,25000.0,2,block
R-015837,P-015837,15000.0,1,block
R-015839,P-015839,25000.0,1,block
R-015841,P-015841,25000.0,0,block
R-015855,P-015855,15000.0,1,block
R-015861,P-015861,50000.0,0,block
R-015870,P-015870,35000.0,2,block
R-015883,P-015883,15000.0,2,block
R-015899,P-015899,25000.0,0,house
R-015901,P-015901,25000.0,0,block
R-015904,P-015904,15000.0,2,block
R-015911,P-015911,35000.0,0,block
R-015928,P-015928,35000.0,0,block
R-015930,P-015930,35000.0,0,block
R-015935,P-015935,15000.0,0,block
R-015938,P-015938,15000.0,2,block
R-015949,P-015949,25000.0,1,block
R-015951,P-015951,25000.0,0,block
R-015953,P-015953,25000.0,0,house
R-015955,P-015955,15000.0,1,block
R-015960,P-015960,25000.0,1,block
R-015969,P-015969,15000.0,0,block
R-015971,P-015971,25000.0,2,block
R-015972,P-015972,35000.0,1,block
R-015973,P-015973,35000.0,0,block
R-015976,P-015976,25000.0,1,block
R-015977,P-015977,35000.0,1,house
R-015982,P-015982,35000.0,0,block
R-015994,P-015994,50000.0,1,block
R-016011,P-016011,25000.0,1,block
R-016018,P-016018,15000.0,0,block
R-016020,P-016020,15000.0,0,block
R-016036,P-016036,15000.0,0,block
R-016037,P-016037,25000.0,0,block
R-016040,P-016040,15000.0,0,block
R-016057,P-016057,35000.0,0,block
R-016088,P-016088,15000.0,1,block
R-016110,P-016110,35000.0,0,block
R-016118,P-016118,15000.0,2,block
R-016121,P-016121,25000.0,1,house
R-016124,P-016124,25000.0,1,block
R-016125,P-016125,25000.0,1,house
R-016132,P-016132,25000.0,2,block
R-016142,P-016142,15000.0,2,block
R-016149,P-016149,25000.0,0,block
R-016155,P-016155,50000.0,2,block
R-016159,P-016159,35000.0,2,block
R-016168,P-016168,25000.0,1,block
R-016173,P-016173,25000.0,2,block
R-016181,P-016181,50000.0,1,house
R-016192,P-016192,15000.0,2,block
R-016195,P-016195,35000.0,0,block
R-016206,P-016206,15000.0,2,block
R-016217,P-016217,25000.0,1,block
R-016225,P-016225,15000.0,2,block
R-016227,P-016227,50000.0,1,block
R-016258,P-016258,35000.0,1,block
R-016261,P-016261,35000.0,0,block
R-016264,P-016264,25000.0,2,block
R-016280,P-016280,25000.0,1,block
R-016291,P-016291,25000.0,0,block
R-016292,P-016292,50000.0,2,block
R-016295,P-016295,35000.0,1,block
R-016298,P-016298,35000.0,1,block
R-016301,P-016301,35000.0,2,block
R-016303,P-016303,35000.0,0,block
R-016306,P-016306,15000.0,2,block
R-016319,P-016319,25000.0,1,block
R-016322,P-016322,35000.0,1,block
R-016325,P-016325,35000.0,1,house
R-016340,P-016340,35000.0,2,block
R-016341,P-016341,25000.0,1,block
R-016351,P-016351,35000.0,2,block
R-016354,P-016354,50000.0,1,block
R-016367,P-016367,35000.0,2,block
R-016369,P-016369,35000.0,2,block
R-016372,P-016372,25000.0,1,block
R-016373,P-016373,25000.0,0,block
R-016375,P-016375,35000.0,1,block
R-016377,P-016377,35000.0,1,block
R-016384,P-016384,35000.0,0,block
R-016389,P-016389,25000.0,2,block
R-016397,P-016397,25000.0,0,block
R-016404,P-016404,50000.0,2,house
R-016416,P-016416,25000.0,0,block
R-016419,P-016419,15000.0,0,block
R-016424,P-016424,15000.0,2,block
R-016437,P-016437,35000.0,1,block
R-016445,P-016445,25000.0,2,house
R-016449,P-016449,35000.0,0,house
R-016450,P-016450,25000.0,0,house
R-016455,P-016455,25000.0,1,block
R-016461,P-016461,25000.0,2,house
R-016475,P-016475,15000.0,0,block
R-016476,P-016476,15000.0,0,block
R-016487,P-016487,50000.0,1,block
R-016501,P-016501,35000.0,0,block
R-016507,P-016507,25000.0,1,block
R-016509,P-016509,50000.0,2,block
R-016522,P-016522,35000.0,1,block
R-016527,P-016527,25000.0,2,block
R-016543,P-016543,35000.0,1,house
R-016545,P-016545,25000.0,0,block
R-016563,P-016563,25000.0,1,block
R-016572,P-016572,25000.0,2,block
R-016576,P-016576,35000.0,1,block
R-016578,P-016578,50000.0,1,block
R-016588,P-016588,35000.0,1,block
R-016590,P-016590,35000.0,1,house
R-016597,P-016597,25000.0,0,block
R-016603,P-016603,25000.0,0,block
R-016604,P-016604,50000.0,1,block
R-016607,P-016607,50000.0,0,block
R-016628,P-016628,25000.0,2,block
R-016637,P-016637,35000.0,2,block
R-016640,P-016640,35000.0,0,house
R-016652,P-016652,35000.0,1,block
R-016663,P-016663,25000.0,0,block
R-016665,P-016665,35000.0,1,block
R-016667,P-016667,35000.0,2,block
R-016673,P-016673,15000.0,1,block
R-016692,P-016692,15000.0,1,house
R-016711,P-016711,25000.0,2,block
R-016714,P-016714,25000.0,0,house
R-016722,P-016722,35000.0,1,block
R-016758,P-016758,25000.0,0,block
R-016772,P-016772,25000.0,1,house
R-016774,P-016774,15000.0,0,block
R-016801,P-016801,15000.0,1,house
R-016810,P-016810,35000.0,0,block
R-016816,P-016816,25000.0,1,block
R-016818,P-016818,50000.0,0,block
R-016821,P-016821,25000.0,1,block
R-016828,P-016828,50000.0,0,block
R-016833,P-016833,15000.0,2,block
R-016834,P-016834,25000.0,1,house
R-016836,P-016836,25000.0,0,block
R-016843,P-016843,25000.0,2,block
R-016846,P-016846,25000.0,0,block
R-016851,P-016851,25000.0,2,block
R-016856,P-016856,25000.0,1,block
R-016859,P-016859,50000.0,0,block
R-016873,P-016873,35000.0,1,house
R-016874,P-016874,25000.0,2,block
R-016886,P-016886,25000.0,2,block
R-016888,P-016888,35000.0,2,block
R-016890,P-016890,15000.0,1,block
R-016895,P-016895,50000.0,2,block
R-016907,P-016907,25000.0,0,block
R-016918,P-016918,15000.0,2,block
R-016919,P-016919,35000.0,0,block
R-016930,P-016930,35000.0,0,block
R-016935,P-016935,15000.0,2,house
R-016937,P-016937,25000.0,1,block
R-016938,P-016938,15000.0,0,block
R-016950,P-016950,50000.0,1,block
R-016965,P-016965,35000.0,1,block
R-016982,P-016982,25000.0,2,house
R-016983,P-016983,15000.0,0,house
R-016990,P-016990,25000.0,0,house
R-016994,P-016994,25000.0,1,block
R-016997,P-016997,25000.0,0,block
R-017005,P-017005,35000.0,2,block
R-017009,P-017009,25000.0,1,block
R-017010,P-017010,35000.0,1,block
R-017020,P-017020,15000.0,0,block
R-017029,P-017029,25000.0,1,house
R-017033,P-017033,25000.0,2,house
R-017040,P-017040,25000.0,1,block
R-017046,P-017046,25000.0,2,block
R-017053,P-017053,35000.0,0,house
R-017055,P-017055,15000.0,1,block
R-017058,P-017058,15000.0,0,house
R-017062,P-017062,25000.0,1,block
R-017064,P-017064,35000.0,0,block
R-017066,P-017066,15000.0,1,block
R-017067,P-017067,35000.0,2,block
R-017069,P-017069,25000.0,0,house
R-017075,P-017075,25000.0,0,block
R-017079,P-017079,25000.0,2,block
R-017091,P-017091,35000.0,0,block
R-017092,P-017092,25000.0,1,block
R-017103,P-017103,15000.0,2,block
R-017109,P-017109,15000.0,2,block
R-017122,P-017122,25000.0,2,block
R-017131,P-017131,35000.0,2,block
R-017143,P-017143,25000.0,1,house
R-017149,P-017149,25000.0,0,block
R-017152,P-017152,25000.0,1,block
R-017161,P-017161,15000.0,2,block
R-017162,P-017162,35000.0,2,block
R-017177,P-017177,35000.0,2,block
R-017178,P-017178,50000.0,2,house
R-017180,P-017180,35000.0,1,block
R-017183,P-017183,25000.0,0,block
R-017193,P-017193,35000.0,2,block
R-017199,P-017199,25000.0,0,block
R-017212,P-017212,35000.0,1,block
R-017215,P-017215,25000.0,1,block
R-017216,P-017216,25000.0,0,block
R-017224,P-017224,15000.0,1,block
R-017242,P-017242,25000.0,1,block
R-017255,P-017255,25000.0,2,block
R-017267,P-017267,25000.0,1,block
R-017270,P-017270,50000.0,0,block
R-017271,P-017271,15000.0,1,house
R-017274,P-017274,15000.0,0,block
R-017277,P-017277,25000.0,0,block
R-017278,P-017278,25000.0,1,block
R-017296,P-017296,50000.0,0,block
R-017304,P-017304,35000.0,0,block
R-017307,P-017307,50000.0,1,block
R-017308,P-017308,50000.0,2,block
R-017310,P-017310,25000.0,0,house
R-017320,P-017320,15000.0,2,house
R-017328,P-017328,50000.0,1,block
R-017331,P-017331,35000.0,2,block
R-017334,P-017334,15000.0,0,house
R-017335,P-017335,50000.0,1,house
R-017348,P-017348,15000.0,0,block
R-017355,P-017355,25000.0,1,house
R-017356,P-017356,15000.0,0,house
R-017361,P-017361,15000.0,2,block
R-017377,P-017377,15000.0,1,block
R-017379,P-017379,25000.0,2,block
R-017402,P-017402,25000.0,0,block
R-017406,P-017406,50000.0,1,block
R-017412,P-017412,15000.0,1,block
R-017414,P-017414,35000.0,0,block
R-017438,P-017438,15000.0,2,house
R-017442,P-017442,50000.0,1,block
R-017453,P-017453,25000.0,2,block
R-017474,P-017474,35000.0,1,block
R-017480,P-017480,35000.0,0,block
R-017498,P-017498,15000.0,1,block
R-017510,P-017510,35000.0,0,block
R-017511,P-017511,25000.0,1,block
R-017518,P-017518,35000.0,2,house
R-017519,P-017519,25000.0,0,block
R-017520,P-017520,25000.0,1,block
R-017539,P-017539,25000.0,2,block
R-017540,P-017540,25000.0,2,block
R-017544,P-017544,25000.0,1,block
R-017551,P-017551,35000.0,0,block
R-017557,P-017557,25000.0,0,block
R-017563,P-017563,25000.0,0,block
R-017575,P-017575,25000.0,0,block
R-017598,P-017598,25000.0,2,block
R-017612,P-017612,35000.0,2,block
R-017631,P-017631,35000.0,0,block
R-017632,P-017632,50000.0,0,block
R-017650,P-017650,15000.0,1,block
R-017651,P-017651,15000.0,0,house
R-017657,P-017657,25000.0,2,block
R-017659,P-017659,50000.0,2,block
R-017664,P-017664,25000.0,1,block
R-017669,P-017669,35000.0,1,block
R-017674,P-017674,35000.0,0,block
R-017677,P-017677,25000.0,0,block
R-017679,P-017679,15000.0,0,block
R-017701,P-017701,35000.0,2,block
R-017722,P-017722,25000.0,1,block
R-017727,P-017727,25000.0,2,house
R-017728,P-017728,15000.0,0,block
R-017730,P-017730,25000.0,2,block
R-017732,P-017732,15000.0,1,block
R-017733,P-017733,35000.0,1,block
R-017734,P-017734,25000.0,0,house
R-017736,P-017736,15000.0,0,block
R-017742,P-017742,25000.0,2,block
R-017754,P-017754,25000.0,2,block
R-017759,P-017759,25000.0,0,house
R-017761,P-017761,15000.0,1,block
R-017765,P-017765,25000.0,1,block
R-017767,P-017767,15000.0,2,block
R-017770,P-017770,15000.0,1,block
R-017771,P-017771,25000.0,1,block
R-017774,P-017774,35000.0,2,house
R-017775,P-017775,15000.0,1,house
R-017778,P-017778,25000.0,1,block
R-017780,P-017780,15000.0,1,block
R-017783,P-017783,25000.0,2,block
R-017784,P-017784,15000.0,2,block
R-017793,P-017793,50000.0,1,house
R-017801,P-017801,25000.0,1,house
R-017802,P-017802,15000.0,1,house
R-017804,P-017804,15000.0,0,block
R-017806,P-017806,15000.0,0,block
R-017812,P-017812,25000.0,1,block
R-017822,P-017822,35000.0,0,house
R-017825,P-017825,25000.0,0,block
R-017827,P-017827,25000.0,1,block
R-017832,P-017832,25000.0,1,block
R-017837,P-017837,35000.0,2,house
R-017841,P-017841,25000.0,1,block
R-017844,P-017844,15000.0,1,block
R-017846,P-017846,35000.0,0,block
R-017847,P-017847,15000.0,1,block
R-017853,P-017853,25000.0,1,block
R-017856,P-017856,25000.0,2,house
R-017859,P-017859,25000.0,0,block
R-017864,P-017864,25000.0,0,block
R-017871,P-017871,25000.0,2,house
R-017878,P-017878,25000.0,2,block
R-017886,P-017886,25000.0,1,block
R-017904,P-017904,15000.0,1,house
R-017907,P-017907,35000.0,1,house
R-017908,P-017908,50000.0,0,block
R-017926,P-017926,15000.0,0,block
R-017938,P-017938,25000.0,2,block
R-017942,P-017942,25000.0,1,block
R-017945,P-017945,25000.0,0,block
R-017949,P-017949,15000.0,2,block
R-017952,P-017952,35000.0,1,block
R-017963,P-017963,25000.0,0,block
R-017975,P-017975,25000.0,0,block
R-017984,P-017984,35000.0,0,house
R-017991,P-017991,25000.0,2,house
R-017995,P-017995,35000.0,1,block
R-018001,P-018001,35000.0,1,block
R-018003,P-018003,15000.0,2,block
R-018005,P-018005,25000.0,0,block
R-018007,P-018007,35000.0,1,block
R-018011,P-018011,35000.0,2,block
R-018016,P-018016,25000.0,1,block
R-018019,P-018019,15000.0,0,block
R-018037,P-018037,35000.0,2,block
R-018038,P-018038,25000.0,1,block
R-018044,P-018044,50000.0,1,house
R-018049,P-018049,35000.0,1,house
R-018051,P-018051,25000.0,2,block
R-018056,P-018056,35000.0,2,block
R-018075,P-018075,35000.0,0,house
R-018084,P-018084,25000.0,1,block
R-018090,P-018090,25000.0,2,house
R-018095,P-018095,25000.0,2,block
R-018098,P-018098,25000.0,0,block
R-018123,P-018123,25000.0,0,house
R-018124,P-018124,25000.0,2,block
R-018131,P-018131,15000.0,2,block
R-018135,P-018135,25000.0,2,block
R-018137,P-018137,50000.0,1,block
R-018142,P-018142,25000.0,2,house
R-018148,P-018148,35000.0,2,block
R-018149,P-018149,25000.0,0,block
R-018154,P-018154,25000.0,2,block
R-018156,P-018156,25000.0,0,block
R-018161,P-018161,15000.0,0,block
R-018162,P-018162,25000.0,0,block
R-018169,P-018169,25000.0,1,block
R-018172,P-018172,25000.0,2,block
R-018178,P-018178,35000.0,0,block
R-018181,P-018181,25000.0,0,block
R-018187,P-018187,35000.0,0,block
R-018188,P-018188,35000.0,0,block
R-018195,P-018195,25000.0,2,house
R-018210,P-018210,25000.0,2,block
R-018249,P-018249,15000.0,1,block
R-018256,P-018256,25000.0,1,house
R-018269,P-018269,25000.0,2,block
R-018273,P-018273,50000.0,0,block
R-018275,P-018275,25000.0,0,block
R-018281,P-018281,25000.0,0,block
R-018282,P-018282,15000.0,0,block
R-018293,P-018293,15000.0,2,block
R-018296,P-018296,25000.0,0,block
R-018309,P-018309,35000.0,0,house
R-018311,P-018311,15000.0,0,block
R-018314,P-018314,35000.0,2,block
R-018317,P-018317,50000.0,2,block
R-018331,P-018331,15000.0,1,block
R-018332,P-018332,50000.0,0,block
R-018333,P-018333,50000.0,1,house
R-018355,P-018355,25000.0,2,block
R-018357,P-018357,25000.0,0,block
R-018361,P-018361,25000.0,1,house
R-018366,P-018366,15000.0,1,block
R-018367,P-018367,15000.0,0,house
R-018384,P-018384,15000.0,0,block
R-018391,P-018391,50000.0,2,block
R-018398,P-018398,25000.0,1,house
R-018401,P-018401,25000.0,1,block
R-018405,P-018405,35000.0,1,block
R-018410,P-018410,15000.0,0,block
R-018414,P-018414,35000.0,1,house
R-018417,P-018417,15000.0,1,block
R-018418,P-018418,25000.0,2,block
R-018419,P-018419,25000.0,1,block
R-018425,P-018425,25000.0,2,block
R-018431,P-018431,35000.0,1,block
R-018436,P-018436,35000.0,2,block
R-018449,P-018449,35000.0,1,house
R-018453,P-018453,25000.0,2,block
R-018456,P-018456,25000.0,1,house
R-018461,P-018461,25000.0,0,block
R-018467,P-018467,35000.0,0,block
R-018472,P-018472,25000.0,1,house
R-018478,P-018478,25000.0,0,block
R-018479,P-018479,25000.0,0,block
R-018485,P-018485,25000.0,2,block
R-018493,P-018493,35000.0,0,house
R-018496,P-018496,50000.0,1,house
R-018506,P-018506,25000.0,0,block
R-018509,P-018509,50000.0,0,block
R-018536,P-018536,25000.0,0,house
R-018549,P-018549,25000.0,2,block
R-018550,P-018550,25000.0,2,house
R-018559,P-018559,35000.0,2,block
R-018560,P-018560,50000.0,1,house
R-018566,P-018566,25000.0,2,block
R-018574,P-018574,25000.0,0,block
R-018578,P-018578,25000.0,0,block
R-018603,P-018603,50000.0,2,block
R-018605,P-018605,25000.0,2,block
R-018635,P-018635,15000.0,2,block
R-018638,P-018638,15000.0,2,block
R-018639,P-018639,25000.0,1,block
R-018643,P-018643,15000.0,1,block
R-018644,P-018644,25000.0,2,block
R-018655,P-018655,25000.0,2,block
R-018658,P-018658,25000.0,0,house
R-018662,P-018662,15000.0,0,block
R-018665,P-018665,15000.0,2,block
R-018676,P-018676,25000.0,1,block
R-018697,P-018697,25000.0,1,block
R-018703,P-018703,35000.0,2,house
R-018709,P-018709,35000.0,0,block
R-018717,P-018717,35000.0,0,house
R-018724,P-018724,25000.0,1,block
R-018730,P-018730,25000.0,1,block
R-018735,P-018735,35000.0,2,block
R-018736,P-018736,50000.0,0,block
R-018738,P-018738,15000.0,2,block
R-018740,P-018740,15000.0,2,block
R-018743,P-018743,35000.0,1,block
R-018748,P-018748,25000.0,0,block
R-018750,P-018750,35000.0,0,block
R-018751,P-018751,15000.0,0,block
R-018770,P-018770,25000.0,1,block
R-018771,P-018771,25000.0,0,block
R-018775,P-018775,35000.0,0,block
R-018802,P-018802,15000.0,2,block
R-018804,P-018804,25000.0,1,block
R-018816,P-018816,35000.0,0,block
R-018823,P-018823,25000.0,0,block
R-018827,P-018827,35000.0,0,block
R-018831,P-018831,25000.0,0,block
R-018836,P-018836,25000.0,1,block
R-018852,P-018852,35000.0,1,house
R-018856,P-018856,35000.0,1,house
R-018857,P-018857,15000.0,0,block
R-018871,P-018871,15000.0,0,house
R-018875,P-018875,25000.0,1,block
R-018877,P-018877,35000.0,2,block
R-018905,P-018905,15000.0,1,block
R-018907,P-018907,25000.0,2,block
R-018908,P-018908,35000.0,1,house
R-018912,P-018912,25000.0,0,block
R-018915,P-018915,25000.0,2,block
R-018923,P-018923,35000.0,1,block
R-018926,P-018926,25000.0,0,block
R-018928,P-018928,35000.0,2,block
R-018935,P-018935,25000.0,1,block
R-018938,P-018938,25000.0,2,block
R-018947,P-018947,25000.0,2,block
R-018950,P-018950,25000.0,0,house
R-018951,P-018951,15000.0,2,block
R-018960,P-018960,25000.0,1,block
R-018963,P-018963,25000.0,2,block
R-018972,P-018972,35000.0,1,block
R-018985,P-018985,25000.0,1,block
R-018988,P-018988,25000.0,0,house
R-018992,P-018992,15000.0,2,block
R-018995,P-018995,15000.0,0,block
R-018997,P-018997,25000.0,1,house
R-019041,P-019041,25000.0,0,block
R-019048,P-019048,25000.0,1,block
R-019049,P-019049,25000.0,0,block
R-019050,P-019050,25000.0,2,block
R-019052,P-019052,15000.0,1,house
R-019055,P-019055,25000.0,2,house
R-019059,P-019059,25000.0,2,block
R-019065,P-019065,15000.0,1,house
R-019082,P-019082,35000.0,0,block
R-019086,P-019086,35000.0,1,block
R-019090,P-019090,15000.0,2,block
R-019099,P-019099,25000.0,0,block
R-019116,P-019116,25000.0,2,block
R-019150,P-019150,25000.0,1,house
R-019160,P-019160,25000.0,1,block
R-019175,P-019175,35000.0,2,block
R-019178,P-019178,25000.0,1,block
R-019180,P-019180,25000.0,1,block
R-019181,P-019181,25000.0,0,block
R-019187,P-019187,15000.0,1,block
R-019190,P-019190,25000.0,0,house
R-019199,P-019199,35000.0,1,block
R-019202,P-019202,35000.0,0,block
R-019214,P-019214,25000.0,0,block
R-019217,P-019217,25000.0,1,block
R-019218,P-019218,15000.0,1,block
R-019241,P-019241,35000.0,0,block
R-019257,P-019257,50000.0,2,block
R-019259,P-019259,15000.0,2,block
R-019260,P-019260,25000.0,1,block
R-019261,P-019261,15000.0,2,house
R-019282,P-019282,35000.0,0,block
R-019284,P-019284,25000.0,2,block
R-019290,P-019290,15000.0,2,block
R-019310,P-019310,25000.0,0,block
R-019325,P-019325,35000.0,0,house
R-019326,P-019326,15000.0,1,block
R-019327,P-019327,50000.0,0,house
R-019333,P-019333,25000.0,2,block
R-019344,P-019344,15000.0,0,block
R-019352,P-019352,25000.0,1,block
R-019355,P-019355,15000.0,2,house
R-019359,P-019359,15000.0,1,block
R-019365,P-019365,25000.0,2,block
R-019368,P-019368,25000.0,1,block
R-019373,P-019373,35000.0,1,block
R-019377,P-019377,25000.0,2,block
R-019379,P-019379,50000.0,1,block
R-019382,P-019382,25000.0,0,block
R-019387,P-019387,35000.0,1,block
R-019389,P-019389,15000.0,0,block
R-019395,P-019395,35000.0,0,block
R-019398,P-019398,15000.0,0,house
R-019408,P-019408,25000.0,0,house
R-019411,P-019411,25000.0,0,block
R-019418,P-019418,35000.0,1,block
R-019421,P-019421,15000.0,0,block
R-019423,P-019423,25000.0,0,block
R-019438,P-019438,50000.0,1,house
R-019441,P-019441,25000.0,0,block
R-019445,P-019445,25000.0,1,block
R-019446,P-019446,15000.0,1,block
R-019447,P-019447,35000.0,0,block
R-019458,P-019458,35000.0,1,block
R-019465,P-019465,15000.0,2,block
R-019470,P-019470,15000.0,1,block
R-019487,P-019487,25000.0,2,block
R-019493,P-019493,15000.0,1,block
R-019499,P-019499,35000.0,2,block
R-019500,P-019500,25000.0,1,house
R-019501,P-019501,50000.0,1,block
R-019510,P-019510,50000.0,2,block
R-019512,P-019512,25000.0,0,block
R-019529,P-019529,25000.0,2,block
R-019538,P-019538,35000.0,0,house
R-019541,P-019541,50000.0,2,block
R-019547,P-019547,35000.0,1,block
R-019553,P-019553,25000.0,0,block
R-019569,P-019569,25000.0,2,house
R-019574,P-019574,25000.0,1,block
R-019593,P-019593,50000.0,2,block
R-019613,P-019613,25000.0,2,block
R-019616,P-019616,25000.0,2,block
R-019618,P-019618,15000.0,2,block
R-019620,P-019620,25000.0,0,block
R-019621,P-019621,35000.0,2,block
R-019635,P-019635,25000.0,0,block
R-019636,P-019636,25000.0,2,block
R-019637,P-019637,35000.0,2,block
R-019657,P-019657,25000.0,1,block
R-019667,P-019667,15000.0,1,block
R-019668,P-019668,50000.0,1,block
R-019674,P-019674,35000.0,2,house
R-019678,P-019678,15000.0,2,block
R-019687,P-019687,50000.0,1,house
R-019688,P-019688,15000.0,2,block
R-019690,P-019690,25000.0,0,block
R-019694,P-019694,15000.0,1,house
R-019703,P-019703,25000.0,1,block
R-019704,P-019704,50000.0,2,block
R-019709,P-019709,35000.0,0,house
R-019717,P-019717,35000.0,1,block
R-019724,P-019724,15000.0,0,block
R-019730,P-019730,50000.0,0,block
R-019738,P-019738,25000.0,1,house
R-019743,P-019743,50000.0,2,block
R-019747,P-019747,15000.0,2,block
R-019772,P-019772,15000.0,0,block
R-019775,P-019775,25000.0,1,block
R-019780,P-019780,25000.0,0,block
R-019781,P-019781,15000.0,0,block
R-019789,P-019789,15000.0,2,block
R-019790,P-019790,15000.0,1,block
R-019796,P-019796,15000.0,0,block
R-019797,P-019797,15000.0,1,block
R-019799,P-019799,35000.0,0,house
R-019803,P-019803,25000.0,1,block
R-019804,P-019804,35000.0,0,block
R-019811,P-019811,25000.0,2,block
R-019813,P-019813,25000.0,2,house
R-019816,P-019816,15000.0,2,house
R-019824,P-019824,35000.0,2,block
R-019858,P-019858,25000.0,1,house
R-019873,P-019873,25000.0,2,block
R-019880,P-019880,50000.0,2,block
